Doc_name,Page_num,Paragraph_num,Paragraph_content,Paragraph_length,SA_label,17 SDG Alignment,GRI Topic Alignment,Informative & Non-Informative/Vague Sustainability Text Identification,Qualitative & Quantitative Sustainability Text Identification,High Potential Greenwashing Detection,Climate Alignment,GRI Climate Alignment,GRI Climate Action (SDG13) Alignment,Climate Action (SDG13) Alignment
ASICS_sustainability_report_2024.pdf,21,2,"Founded by Greg Inglis, a former Australian Rugby League athlete and long-time ASICS ambassador, the GA offers programs designed to help end the stigma surrounding mental health and improve social capacity to identify, talk about, and manage mental health for all Australians – ­in particular at-risk groups.",38,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASICS_sustainability_report_2024.pdf,21,3,"As part of the ASICS Desk Break campaign, we donated $5 for every challenge completion, which went towards GA’s workplace programs, run in partnership with Headspace. And Greg Inglis spoke to ASICS staff about the importance of mental health.",32,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASICS_sustainability_report_2024.pdf,21,4,"We also supported the Goanna Academy Clinic at Kimberwalli, Aboriginal Centre of Excellence, which brought together 150 students to discuss mental health and culture and ­participate in a Rugby League skills session. ASICS supplied a drink bottle and t-shirt for each student on the day.",38,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASICS_sustainability_report_2024.pdf,21,5,"ASICS is committed to activities that contribute to improving the physical and mental health of all people around the world, and we are working toward the realization of a truly symbiotic society in which everyone can engage in exercise and sports throughout their lives. Seeing top athletes in action at global sporting events inspires hopes and dreams for everyone. ASICS provided official sportswear and shoes to eight athletes and two guide runners selected for the Refugee Paralympic Team (RPT), and to about 30 staff who supported the team. We also provided a retainer fee for the team. It was an honor to watch them compete in our sportswear and bring home two bronze medals – Para Athletics and Para Taekwondo.",111,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASICS_sustainability_report_2024.pdf,21,6,"As a platinum sponsor of the Kobe 2024 World Para Athletics Championships held in May 2024, ASICS provided support to athletes and sporting organizations, as well as uniforms for the event staff and volunteers. The ASICS booth at the venue featured activities utilizing digital technology for attendees to enjoy a para-sports experience. Around 2,200 employees from the ASICS group watched the competitions, and about 300 employees served as volunteer staff at the event. This helped us to promote a better internal understanding of the impact of disabilities and the connection to ASICS’ philosophy.",81,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASICS_sustainability_report_2024.pdf,21,7,"In addition, ASICS promoted activities focusing on parasports. That includes assisting visually impaired runners in ­participating in long-distance races and supporting a sports prosthesis experience event. With that, ASICS aims to ­contribute to a sounder, sustainable, and inclusive society.",29,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASICS_sustainability_report_2024.pdf,22,1,"ASICS Oceania has established strong connections within local communities through various impactful partnerships and events. The team actively participates in initiatives that promote inclusivity, cultural appreciation, and healthy ­lifestyles across Australia and New Zealand.",29,Relevant,SDG_8: Economic Growth,Social,Non-informative/Vague,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,22,2,"In 2024, ASICS Oceania partnered with the Indigenous Marathon Foundation (IMF), a health promotion charity that aims to improve the health, well-being, quality of life, and physical literacy of Aboriginal and Torres Strait Islander peoples through running and walking. This partnership not only embodies ASICS’ core values, but also helps to create lasting positive change by promoting inclusion, health, and self-determination in Indigenous communities.",52,Relevant,SDG_3: Good Health,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,22,3,"Through this partnership, ASICS squad members took part in the ASICS Gold Coast Marathon shake out run and ran in the Gold Coast Half Marathon in July 2024. And five ASICS Oceania employees travelled to Napranum, Queensland in September, where they proudly fitted and distributed 400 pairs of shoes to the community at the Ruchook Cultural Festival.",51,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASICS_sustainability_report_2024.pdf,22,4,"ASICS actively promotes volunteering through two support systems: three days of annual paid volunteer leave and unpaid volunteer leave of up to two years and four months. Introduced in 1994, the Volunteer Leave Program is well-in- tegrated within the company, with colleagues supporting each other's responsibilities during absences. Through the program, employees utilize their volunteer leave to engage in various community initiatives, including hosting sports work- shops for young people, and supporting local sporting events.",63,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,22,5,"Partnering With Japan Deaf Athletics Association ASICS has signed an official top partner agreement with the Japan Association of the Deaf, committing to providing shoes, apparel, and accessories to the Japanese national team athletes and staff.",32,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASICS_sustainability_report_2024.pdf,22,6,"This initiative involves collaboration between three key organizations: Japan Deaf Athletics Association (JDAA), Japan Association of Athletics Federations (JAAF), and Japan Para Athletics Federation (JPA). A significant aspect of this partnership is the creation of unified official sportswear with identical designs across all three Japanese athletics organizations, representing an unprecedented unification effort in Japanese athletics.",49,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASICS_sustainability_report_2024.pdf,22,7,"Through the agreement, ASICS has committed to providing ASICS products and services to Japanese national team athletes, supporting individual athletes' condition management, working to improve athlete performance, and collaborating on initiatives to promote and develop deaf sports.",31,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASICS_sustainability_report_2024.pdf,22,8,"ASICS CEO Yasuhito Hirota commented: “Going forward, athletes representing the Japan Association of Athletics Federations, Japan Para Athletics Federation, and Japan Deaf Athletics Association will wear the same uniforms, uniting Japanese athletics with one heart to compete on the world stage.”",34,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASICS_sustainability_report_2024.pdf,23,1,"To enable ASICS employees to embody a Sound Mind, Sound Body, we host various events that support health literacy and publish an annual Well-being Report, sharing results across five key measures. Members of the Well- being Promotion department worked on the 2024 report with the cooperation of domestic group companies, under the supervision of the COO.",47,Relevant,SDG_3: Good Health,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,23,2,"In 2024, we held seminars and walking events aimed at impro- ving the health literacy of all employees. To commemorate our 75th anniversary, we held the ASICS sports festival, and employees of domestic group companies participated. This event became an opportunity for employees to improve their engagement and rediscover the joy of exercise.",45,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASICS_sustainability_report_2024.pdf,23,3,"ASICS is a 2024 Certified Health & Productivity Management Outstanding Organization, a recognition presented by the Ministry of Economy, Trade and Industry and Nippon Kenko Kaigi to corporations that practice exemplary health and productivity management.",30,Relevant,SDG_3: Good Health,Social,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,23,4,"The Japan Sports Agency certifies ASICS as a Sports Yell Company that actively promotes sports activities to improve employees’ health. Moreover, ASICS has received Silver ­certification as a result of being certified for seven consecutive years.",31,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASICS_sustainability_report_2024.pdf,23,5,"Looking at the various indicators, as a result of holding ongoing seminars and disseminating information on well- being, the ability to gather information on health literacy improved significantly, from 32.1% in 2022 to 50.8% in 2023.",28,Relevant,SDG_3: Good Health,Social,Informative,Quantitative,Low Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,23,6,"The rate of employees taking stress checks increased from 95.1% in 2022 to 95.5% in 2023, showing that the stress management system is well established. As a result, the number of employees with high stress decreased from 11.5% in 2022 to 10.1% in 2023, and the number of employees taking mental health-related leave also decreased from 0.35% in 2022 to 0.28% in 2023.",48,Relevant,SDG_3: Good Health,Social,Informative,Quantitative,Low Potential Greenwashing,Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,24,1,"We are dedicated to achieving sustainability across our global operations, and this includes protecting human rights and ensuring transparency. Under the guidance of ASICS policies and global regulations, we strive to ensure that people throughout our value chain and around the world have safe and ethical working conditions.",44,Relevant,SDG_8: Economic Growth,General,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,24,2,Collaboration is central to our approach: we work closely with our global network of around 150 suppliers to monitor their compliance with ASICS’ standards and relevant legislation related to human rights.,27,Relevant,SDG_16: Peace,General,Non-informative/Vague,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,24,3,"ASICS ensures human rights are a top priority at the highest governance level. Our dedicated Human Rights Committee provides advice and oversight on human rights topics and reports to the Risk Management Committee, the Executive Committee, and the Board of Directors. Our approach is guided by our Human Rights Policy, which applies to ASICS Corporation and its subsidiaries and affiliates. The policy is grounded in the International Bill of Human Rights and the International Labour Organization (ILO)’s core labor standards, forming the basis of our ethical business practices.",79,Relevant,SDG_8: Economic Growth,General,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,24,4,"To ensure effective implementation of the policy, ASICS ­established a Human Rights Committee. This committee includes representatives from key departments – Marketing (consumer risks), Legal (compliance), Sustainability (workers rights in the supply chain), and Human Resources (employee rights) – and oversees ASICS’ human rights due diligence efforts. It meets twice a year to review policies, assess risks, and track progress. Updates and findings are reported to the Risk Management Committee, chaired by COO. This committee monitors risk and mitigation activities and provides oversight to the Board of Directors.",68,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,24,5,"Implementation of our human rights commitments is supported by the Sustainability Department and its global and regional CSR and Supply Chain teams. These teams work closely with Procurement and Supply Chain Management to uphold ethical labor standards across our value chain. This integrated governance framework enables ASICS to ­effectively identify, prevent, mitigate, and respond to human rights risks across our global operations.",55,Relevant,SDG_8: Economic Growth,General,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,24,6,"To foster transparency and accountability, ASICS has ­instituted a comprehensive due diligence process, as described in our Human Rights Policy. This process serves as a strategic framework to identify, mitigate, prevent, and address potential negative human rights impacts, including modern slavery, stemming from our business activities.",36,Relevant,SDG_16: Peace,General,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,25,1,"ASICS integrates its Policy of Engagement (Supplier Code of Conduct) and other sustainability standards into all contract manufacturing agreements. All suppliers must sign this Code, committing to responsible business practices. ­We also conduct various supplier assessments, including: • Initial audits for all new suppliers as part of ASICS’ pre-sourcing approval process. • Regular monitoring and accountability measures among Tier 1 and 2 suppliers, including periodic audits to ensure continued adherence to ASICS’ CSR standards. • Public disclosure of audit results in ASICS’ Integrated Report and Sustainability Report.",63,Relevant,SDG_8: Economic Growth,General,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,25,2,"Identifying Opportunities in the Supply Chain ASICS suppliers and business partners are expected to ­maintain compliance with applicable laws, regulations, policies, and codes. We conduct audits regularly to monitor suppliers and their compliance.",27,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,25,3,"These regular assessments highlight any cases of non-­ compliance and enable us to act: 1. Conduct severity and likelihood assessments of issues. 2. Take appropriate action, potentially including reviewing future orders, conducting third-party investigations, or issuing formal warnings. a. Minor issues: Remediation within a three-month period. Suppliers are expected to take corrective measures. b. Provide support, including training and resources. 3. Terminate business relationship, if the violation is serious or persistent.",47,Relevant,SDG_16: Peace,Economic,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,25,4,"In 2024, we conducted a total of 87 audits—a 23% increase compared to 2023—demonstrating our ongoing commitment to strengthening oversight and driving continuous impro- vement across our operations. Of these audits, 72% (63/87) were carried out by independent third-party assessors, 8% (7/87) were internal audits, and 20% (17/87) were conducted in partnership with the Better Work Program. The majority of non-compliance cases were concentrated in three key areas: health and safety in the workplace, wages and working hours, and the employment relationship.",59,Relevant,SDG_8: Economic Growth,Social,Informative,Quantitative,Low Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,26,1,"To address these challenges, we continue to work closely with suppliers to implement corrective action plans. Timely and ongoing remediation is a priority, with regular follow-ups to ensure appropriate improvements.",25,Relevant,SDG_8: Economic Growth,Environmental,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 306,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,26,2,"Alongside audit outcomes, we also assess overall supplier performance to gain a more comprehensive view of factory maturity and readiness while encouraging ongoing ­r­emediation efforts.",22,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,26,3,"Improved Monitoring in the Supply Chain In early 2024, ASICS became a member of SEDEX (Supplier Ethical Data Exchange), which provides a collaborative platform for ­managing and improving ethical performance in supply chains. Membership gives us the ability to share and access data on the SEDEX Platform, supporting our risk management process. We also have access to the SEDEX Members Ethical Trade Audit (SMETA) framework, a standardized and globally ­recognized framework for assessing supply chain risks. It includes third-party audits and access to shared industry data for greater transparency and collaboration. It enables us insights into country level risks and factory-risk assessments across more than 60 non-compliance categories.",91,Relevant,SDG_8: Economic Growth,Economic,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,26,4,"To ensure compliance, we revised our Supplier CSR Standards in 2024 to more closely align with SEDEX audit protocols, international labor standards, and various local regulations. The update introduces a new performance classification and scoring system for factories. Our new categories — Outperforming, Acceptable, Developing, Significant Growth Potential, and Not Acceptable — are much more intuitive, ­relatable, and easier to understand for a wider audience across our supply chain.",54,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,26,5,"The rating now better reflects our approach of encouraging timely corrective actions. We recognize and reward factories that demonstrate rapid improvement, resulting in upgraded ratings. The new performance scoring methodology also ensures that supplier performance is assessed in closer alignment with the timing and outcomes of audits conducted within the reporting year, more accurately reflecting supplier status of current compliance levels.",56,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,26,6,"In addition, as a signatory of the Social & Labor Convergence Program (SLCP), ASICS supports industry-wide efforts to enhance transparency while reducing audit fatigue across the apparel and footwear sector. This system not only measures overall performance but also tracks progress, highlighting which factories are committed to continuous improvement and achieving top-tier compliance standards. Our objective is to promote sustainable improvements and best practices at the factories.",58,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,26,7,Significant Growth Potential → Indicating early-stage compliance maturity with substantial room for improvement. These factories are required to implement time-bound remediation plans and provide regular progress updates.,22,Relevant,SDG_12: Responsible Consumption,Social,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 306,General Aspect (GRI 2),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,27,1,"ASICS is committed to proactively preventing and addressing human rights risks across our operations and supply chain. Guided by international standards, including the UN Guiding Principles on Business and Human Rights and the ILO core conventions, we integrate human rights due diligence into our policies, training, supplier engagement, and monitoring processes. From pre-screening new suppliers to regular monitoring through audits, worker surveys and site visits to strengthening grievance mechanisms and follow up with corrective actions, our approach aims to ensure fair, safe, and ethical working conditions while supporting continuous improvement and accountability across our value chain.",83,Relevant,SDG_8: Economic Growth,General,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,27,2,"The ASICS Corporate Supply Chain Traceability Program As a multinational company, we have an extensive and complex global supply chain that must adapt to rapidly evolving legislative requirements. These include the Uyghur Forced Labor Prevention Act (UFLPA), the Corporate Sustainability Due Diligence Directive (CSDDD), the Modern Slavery Act, and the developing Corporate Sustainability. ",47,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,27,3,"In our sector, there are challenges in achieving visibility, traceability, and compliance to meet growing demands for detailed information about our products, from raw materials through finished goods. With these demands, we are responsible for the full lifecycle of our products, and our actions affect not only our compliance but our competitiveness as well.",46,Relevant,SDG_8: Economic Growth,Environmental,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 306,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,27,4,"To tackle these challenges, we developed the ASICS Corporate Supply Chain Traceability Program, which: • Ensures compliance with an expanding landscape of global regulatory requirements. • Enhances visibility into every aspect of our supply chain, strengthening transparency and trust. • Promotes ethical sourcing practices and responsible procurement. • Equips internal and external stakeholders with accurate, real-time data to support informed decision-making. • Advances ASICS’ sustainability goals through data-­informed decisions and supplier accountability.",49,Relevant,SDG_8: Economic Growth,General,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,27,5,"Through the Program, we have developed an integrated system that ensures high visibility in supply chain mapping, responsible sourcing, and product integrity. We have also built a cross-functional product traceability team to ­standardize processes, workflows, methodologies, and tools.",28,Relevant,SDG_8: Economic Growth,Environmental,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 306,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,27,6,"Central to this program is our collaboration with TrusTrace, a third-party digital platform we partnered with in 2024 to improve visibility and transparency throughout our supply chain. Digitizing our supply chain data through TrusTrace has significantly enhanced the efficiency of our audit operations. It allows us to streamline processes, accelerate decision-­ making, and offer faster insights into potential areas for improvement. With this system in place, suppliers can quickly identify corrective actions based on audit findings, and we can monitor the implementation of these actions in real-time, ensuring continuous improvement. This digital approach is also helping to mitigate future risks by providing a clear, ­t­ransparent view of our supply chain's operations.",94,Relevant,SDG_8: Economic Growth,Economic,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,27,7,"As part of our broader commitment to responsible sourcing, we’ve made significant progress in onboarding our Tier 1 and key Tier 2 factories to this program. We are currently working on supply chain mapping through the system, aiming to enhance transparency and monitor key stages throughout our priority materials’ product lifecycles. In 2025, we plan to expand to additional materials and products, extending ­visibility beyond Tier 2 suppliers. This expansion integrates responsible sourcing data directly into ASICS' Enterprise Resource Planning (ERP) system, allowing us to trace the origins and trade flows of our supply chain more effectively.",80,Relevant,SDG_8: Economic Growth,Environmental,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 306,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,27,8,"This initiative is a significant step in ASICS’ commitment to sustainability, responsible sourcing, and supply chain management. With full support from our executive team, we are approaching the completion of the Corporate Supply Chain Traceability pilot, with plans for program ­implementation in 2025. This will ensure continued alignment with ASICS’ sustainability objectives, goals, and long-term success.",43,Relevant,SDG_8: Economic Growth,General,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 306,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,28,1,"Awareness and Capacity Building ASICS is committed to creating a safe, ethical workplace by proactively equipping employees and suppliers with ­knowledge and tools to identify and address human rights risks. Through targeted training, policy enforcement, and workplace improvement strategies, we foster a culture of accountability and continuous improvement.",41,Relevant,SDG_16: Peace,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,28,2,"All ASICS employees receive training during onboarding, including modules on our Global Code of Conduct, anti-­ harassment policies, and workplace bullying prevention. In 2024, training sessions were held company-wide, with additional sessions required for managers and leaders on whistleblower protection and anti-retaliation procedures.",34,Relevant,SDG_16: Peace,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,28,3,"ASICS strengthened supplier engagement in 2024 through ongoing education, online and in-person events, and collaboration with industry initiatives like ILO Better Work. Highlights include our Global Supplier Partnership Summit in Vietnam, attended by over 100 factory representatives, and regular on-site visits by ASICS teams. These visits go beyond compliance, focusing on open dialogue, trust-building, and raising awareness on topics such as forced labor prevention, freedom of association, grievance mechanisms, and worker empowerment.",55,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,28,4,"Ensuring a Fair Recruitment Process We are collaborating with members of the American Apparel & Footwear Association (AAFA) to ensure an equitable recruitment process in various countries, including Taiwan. As part of this industry initiative, we have engaged our suppliers through on-site visits and evaluations, working with AAFA on auditing and remediation efforts. We have explained our commitment to compliance and the potential consequences for non-compliance to the suppliers. While ASICS has not had direct access to the recruitment agencies, the suppliers have been coordinating with them to implement a no-fee policy and ensure reimbursement.",82,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,28,5,"Grievance and Complaint Mechanism At ASICS, we believe that by listening to our own employees and workers in our supply chain to identify and remedy poten- tial issues, we can reduce human rights risks and improve working conditions. Through our grievance mechanism, we can monitor issues or concerns, including those related to forced labor, child labor, harassment, wages, and working hours, at ASICS and throughout our supply chain.",56,Relevant,SDG_16: Peace,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,28,6,"As part of our employee engagement program for workers in the supply chain, we began implementing Labor Solutions' employee engagement platform, WOVO. The platform, which includes e-learning, employee surveys, and grievance functions, aims to improve communication between factory management and employees, leading to reduced human rights risks and improved factory performance.",41,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,28,7,"So far, WOVO has been rolled out in six strategic factories throughout Cambodia, Vietnam, and Taiwan, with additional factories under consideration. ASICS does not directly oversee the program. Instead, suppliers are encouraged to take ownership, allowing them to integrate best practices into their human resource management. Participation remains optional, as ASICS promotes learning rather than imposing a one-size-fits-all solution. Initial feedback from suppliers has been varied: some suppliers see the value in continuing with WOVO, while others prefer to incorporate its learnings into their existing grievance mechanisms.",72,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,28,8,"In 2024, there were three grievances filed by workers in the supply chain and reported through labor unions. All three cases have been responded to, two of them have been resolved and one is ongoing.",31,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,Low Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,28,9,"ASICS Responsible Purchasing Practice ASICS is committed to promoting responsible purchasing practices aimed at mitigating forced labor risks within the supply chain. For example, by improving planning and forecasting, we aim to reduce the risk of excessive overtime among workers in our supply chain. We encourage equitable labor practices throughout the following stages: 1. Responsible recruitment 2. Planning and forecasting 3. Design and development 4. Cost and cost negotiation 5. Sourcing and order placement 6. Payment and terms. ",66,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,28,10,"Transparency Around Human Rights: the Wing Star Shoes Case We take allegations of human rights issues seriously, and we are making efforts to increase our transparency around our actions. For example, ASICS implemented the WOVO grievance tool at Wing Star Shoes Co., Ltd., a factory in Cambodia that produces for ASICS, as a response to the case related to a union leader that led to concerns about freedom of association and labor rights. To ultimately reinstate the union leader’s employment and secure fair compensation for lost wages, ASICS engaged trade unions and other stakeholders to urge the factory to ensure workers’ rights to organize without interference or retaliation.",96,Relevant,SDG_16: Peace,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,29,1,"Social & Labor Convergence Program (SLCP) ASICS is a signatory of the Social & Labor Convergence Program, which provides the tools to capture accurate data about working conditions in global supply chains.",27,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,29,2,"American Apparel and Footwear Association (AAFA) ASICS engages in collaborative initiatives with AAFA, demonstrating a commitment to advancing industry practices through cooperation with members and peers.",23,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASICS_sustainability_report_2024.pdf,29,3,Cascale (formerly the Sustainable Apparel Coalition) ASICS incorporates Cascale’s Worldly Facility Environmental Module (the Higg FEM) score in Tier 1 and 2 supplier ratings to understand they manage their environmental performance.,23,Relevant,SDG_12: Responsible Consumption,Environmental,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 306,Economical Aspect (GRI 201),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,29,4,"Better Cotton (BC) Since 2019, ASICS has been a member of BC, which promotes measurable and continuing improvements for the environment, farming communities, and the economies of cotton-producing areas.",22,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASICS_sustainability_report_2024.pdf,29,5,"ILO Better Work ASICS has been a partner of Better Work since 2014; we work closely with them in our production countries of Vietnam, Indonesia and Cambodia. Together, we have been organizing CSR seminars for our suppliers and collaborating on specific issues, such as our responsible purchasing practices.",42,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,29,6,"ASICS operates within an extensive supply chain; protecting human rights and promoting transparency requires us to collaborate with our suppliers and peers throughout the industry. We engage with trade associations, non-govern- mental organizations, and various stakeholder groups and work to ensure our efforts are in line with industry best practices.",44,Relevant,SDG_16: Peace,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,30,1,"Fostering diversity, equity, and inclusion (DE&I) is vital to ensuring we can continue to innovate and deliver products and services that support people’s well-being. All our employees, regardless of race, ethnicity, gender, age, religion, disability, sexual orientation, and gender identity, have access to an inclusive working environment, and we strive to create a company culture in which everyone feels comfortable to be themselves. Our DE&I strategy centers on three key focus areas: advancing women in management, enhancing employee engagement, and increasing employment of persons with disabilities, particularly in Japan.",67,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
